Food_Item,Category,Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Calories,Total_Macros_g,Carbs_Protein_Ratio,Calorie_Density_Label
Cacahir Goût Boeuf,Beef,9.5,9.1,10.8,0.0,172.0,29.400000000000002,1.043954896752861,Medium
Ravioli Pur Boeuf,Beef,12.0,4.0,2.0,1.5,85.0,18.0,2.99999250001875,Low
Spaghetti À La Bolognaise,Beef,17.0,7.0,7.1,1.4,163.0,31.1,2.42856795918863,Medium
Beef Luncheon Meat,Beef,0.2,14.4,18.7,0.0,256.0,33.3,0.01388887924383386,Medium
Pizza Crust - Mythic,Beef,23.0,11.0,6.6,3.4,203.0,40.6,2.0909071900843728,Medium
Lasagnes À La Bolognaise À L'Emmental,Beef,13.0,6.4,6.9,1.6,142.0,26.299999999999997,2.031246826176834,Medium
Moussaka Au Boeuf,Beef,5.4,4.6,7.3,1.9,110.0,17.3,1.1739104914989318,Medium
Beef Stock Cubes,Beef,0.5,0.5,0.5,0.5,6.0,1.5,0.9999800003999921,Low
Cheese & Onion Flavour Potato Rings,Beef,64.0,3.6,25.0,2.6,499.9,92.6,17.777728395198903,High
Boeuf Haché,Beef,0.5,16.2,15.0,3.0,208.0,31.7,0.030864178478902174,Medium
Bœuf Bourguignon Torsades,Beef,14.0,8.5,4.4,0.9,131.3,26.9,1.6470568858154284,Medium
Steak Haché 5% Jean Rozé 400G Vbf,Beef,0.1,21.0,5.0,0.0,129.4,26.1,0.004761902494332146,Medium
Steaks Hachés Pur Boeuf 15% - 10X100G Boîte,Beef,0.0,19.0,15.0,0.0,211.0,34.0,0.0,Medium
Burger Le Charolais Boeuf Emmental,Beef,28.0,13.0,15.0,0.0,301.0,56.0,2.1538444970426944,High
"Ultra Moelleux À L'Oignon* *Préparation À 51 % De Viande Bovine Hachée Avec Protéines Végétales De Soja, Assaisonnée À L'Oignon, Crue, Surgelée.",Beef,5.0,14.0,13.0,1.8,193.0,32.0,0.35714260204099857,Medium
Pizza Del Gusto Orientale,Beef,29.0,8.3,9.1,2.7,237.0,46.4,3.493971694010007,Medium
British Beef Lean Steak Mince - 5% Fat,Beef,0.0,21.9,4.9,0.0,132.0,26.799999999999997,0.0,Medium
Steak Haché 15% Jean Rozé 1Kg Vbf,Beef,0.2,19.0,15.0,0.0,211.8,34.2,0.010526310249310396,Medium
Brochettes De Boeuf Au Fromage Et Sauce Soja Sucrée,Beef,1.5,23.0,22.0,0.5,297.0,46.5,0.06521736294897264,Medium
Le 100% Pur Bœuf (5% Mg),Beef,0.0,21.0,5.0,0.0,131.0,26.0,0.0,Medium
Landsalami Bio,Beef,1.0,20.0,32.0,1.0,374.0,53.0,0.0499999750000125,High
Viande Hachée Pur Boeuf Prête À Cuisiner,Beef,0.0,20.0,14.0,0.0,208.0,34.0,0.0,Medium
Perly,Milk,9.4,8.0,3.0,0.0,97.0,20.4,1.174998531251836,Low
Uht Jaouda 1L,Milk,4.8,3.0,3.0,0.0,58.0,10.8,1.5999946666844442,Low
Fromage Frais Nature,Milk,4.2,7.6,6.0,0.0,101.0,17.8,0.5526308518015108,Medium
كيفير,Milk,4.8,3.0,2.5,0.0,53.6,10.3,1.5999946666844442,Low
Salim,Milk,4.8,3.0,3.0,0.0,58.0,10.8,1.5999946666844442,Low
Oat No Sugars,Milk,6.4,0.8,1.5,0.7,44.0,8.7,7.999900001249985,Low
Avoine - Boisson Biologique,Milk,7.0,0.5,1.5,0.5,45.0,9.0,13.999720005599888,Low
شييزلي,Milk,2.0,9.0,20.0,0.1,225.0,31.0,0.22222197530891633,Medium
"Boisson À L'Amande, Sans Sucres",Milk,0.0,0.5,1.2,0.2,14.0,1.7,0.0,Low
Croissance Réduit En Sucre,Milk,7.7,2.5,2.6,0.0,64.0,12.799999999999999,3.0799876800492796,Low
Le Bon Lait,Milk,4.9,3.0,1.5,0.0,46.0,9.4,1.633327888907037,Low
La Vache Qui Rit,Milk,3.8,13.25,31.33,0.0,379.5,48.379999999999995,0.2867922363832178,High
Lait Sans Lactose,Milk,4.7,3.0,3.0,0.0,58.2,10.7,1.5666614444618518,Low
Salim Lben 440G,Milk,5.9,2.3,0.7,0.0,39.5,8.899999999999999,2.5652062382337473,Low
Natural Coconut Cream,Milk,0.0,0.0,4.0,0.0,35.0,4.0,0.0,Low
Danup Fraise,Milk,10.1,1.75,1.28,0.0,246.0,13.129999999999999,5.771395592025188,Medium
Viva Lait 1/2 Écrémé,Milk,4.8,3.3,1.0,0.0,41.0,9.1,1.4545410468453126,Low
Crème De Coco Légère,Milk,5.8,1.2,16.0,1.1,174.0,23.0,4.8332930558912,Medium
Toblerone,Milk,61.0,5.6,28.0,2.4,529.0,94.6,10.892837691361267,High
Skyr,Milk,3.9,10.0,0.2,0.0,57.5,14.1,0.38999961000039,Low
Lait 100 % Français Matin Léger® Demi-Écrémé,Milk,4.8,3.3,1.2,0.0,43.0,9.299999999999999,1.4545410468453126,Low
Coco Sans Sucres,Milk,0.8,0.6,1.4,0.5,18.0,2.8,1.3333111114814755,Low
Le Petit Pot De Crème Au Chocolat,Milk,17.6,4.7,9.9,1.6,179.0,32.2,3.744672883674716,Medium
Lait Amande Calcium,Milk,1.7,0.7,1.7,0.5,26.0,4.1,2.4285367351894975,Low
Lait Uht Entier,Milk,4.8,3.0,3.0,0.0,58.0,10.8,1.5999946666844442,Low
Lait Vit D,Milk,4.8,3.3,1.5,0.0,46.0,9.6,1.4545410468453126,Low
Kinder Chocolate,Milk,54.4,8.7,35.0,0.8,544.9,98.1,6.25286637601566,High
Soja Nature Sans Sucres,Milk,0.5,4.7,2.6,0.0,43.0,7.800000000000001,0.10638275237712261,Low
Twix,Milk,65.0,4.6,24.0,1.62,492.0,93.6,14.130404064338993,High
جبن طازج,Milk,3.7,0.0,4.5,0.0,85.3,8.2,370000.0,Low
Coconut Milk,Milk,2.6,1.7,17.0,0.0,170.0,21.3,1.5294027682190106,Medium
Coconut And Rice Milk,Milk,2.8,0.0,0.9,0.0,19.0,3.6999999999999997,279999.99999999994,Low
Berry Delight Bars,Milk,57.0,6.7,12.0,8.7,380.0,75.7,8.507449988880614,High
Rice Krispies,Rice,86.0,7.0,1.2,2.9,390.0,94.2,12.28569673471895,High
St Jacques Fondue De Poireaux & Riz Basmati,Rice,16.0,5.8,6.2,0.6,144.0,28.0,2.758615933420805,Medium
Rice Crackers Sea Salt,Rice,82.0,6.9,8.0,0.8,429.0,96.9,11.884040747767033,High
Vermicelles De Riz,Rice,30.72,2.24,0.64,0.64,133.7,33.6,13.714224490069238,Medium
Teriyaki Riz Façcon Teriyaki Légumes & Gingembre,Rice,21.0,5.6,4.8,5.9,161.0,31.400000000000002,3.749993303583387,Medium
Riz Provencal,Rice,18.0,4.0,4.5,1.5,132.0,26.5,4.499988750028125,Medium
Riz Au Curry Et Légumes,Rice,33.0,3.6,3.7,1.7,168.0,40.300000000000004,9.166641203774434,Medium
Poulet🐔 Au Curry Et Noix De Coco 🥥,Rice,10.0,6.3,2.5,1.1,90.0,18.8,1.5872990677792576,Low
Rice Drink,Rice,13.0,0.5,1.3,0.0,65.0,14.8,25.999480010399793,Low
Gallette Di Riso - Cioccolato Al Latte,Rice,59.88,7.19,24.55,2.99,499.0,91.62,8.328222074795447,High
Korean Style Sticky Chicken With Jasmine Rice,Rice,49.8,8.2,26.8,1.8,116.5,84.8,6.0731633254105795,Medium
Spanish Style Grains,Rice,31.0,4.8,1.9,4.3,167.0,37.699999999999996,6.458319878500254,Medium
Riz Aux Champignons De Paris,Rice,30.0,3.4,2.1,1.4,157.0,35.5,8.823503460283941,Medium
Gourmand & Végétal Riz Au Lait De Coco,Rice,18.7,1.2,3.9,0.0,115.0,23.799999999999997,15.583203473304389,Medium
5 Glorious Grains,Rice,32.0,5.5,2.8,4.0,162.0,40.3,5.818171239688655,Medium
Galette Riz Chocolat Noir,Rice,67.0,8.3,17.0,4.5,463.0,92.3,8.072279430988637,High
Duo De Poissons Riz Cuisiné Sauce Beurre Citron,Rice,16.0,5.0,4.9,1.1,130.0,25.9,3.1999936000128004,Medium
Schoko Reis Waffeln,Rice,64.0,10.0,14.0,8.6,439.0,88.0,6.3999936000064,High
Pure Basmati Rice,Rice,28.2,2.9,1.9,0.7,143.2,33.0,9.724104399640002,Medium
Rice Cracker Paprika,Rice,81.0,6.3,8.2,1.7,426.0,95.5,12.857122449011987,High
Rice Pudding,Rice,15.6,3.1,2.0,0.5,93.0,20.7,5.032241831477963,Low
Rice Basmati,Rice,77.0,8.7,0.8,0.4,351.0,86.5,8.85056453958099,High
"Saumon Aux Épices Tandoori, Riz Noir Et Petits Légumes",Rice,12.0,6.4,2.6,2.1,99.0,21.0,1.8749970703170777,Low
Riz Aux Légumes Du Soleil,Rice,29.0,3.3,2.2,1.2,151.0,34.5,8.787852158023764,Medium
Poulet Curry Riz Basmati,Rice,15.15,6.06,5.76,0.7,139.1,26.97,2.4999958745942665,Medium
Wholegrain Basmati Rice,Rice,23.3,2.8,2.1,3.0,129.6,28.200000000000003,8.321398852146958,Medium
Riz Complet,Rice,75.0,7.4,2.4,1.8,355.0,84.80000000000001,10.135121439025083,High
Riz,Rice,74.0,7.7,2.6,2.8,375.0,84.3,9.610377129380351,High
Arroz Integral Largo,Rice,72.0,7.6,2.8,3.3,350.0,82.39999999999999,9.473671745168756,High
Rice And Corn Cakes,Rice,78.1,8.57,5.71,3.81,409.5,92.37999999999998,9.113174897112138,High
Tortitas De Arroz Con Chocolate Blanco,Rice,63.0,7.33,20.0,3.0,466.7,90.33,8.594804099857981,High
Galette De Maïs Chocolat Noir,Rice,61.0,7.1,23.0,6.3,489.0,91.1,8.591537195018036,High
Riz Au Lait,Rice,18.0,3.4,6.6,0.0,160.0,28.0,5.294102076170364,Medium
Balaji Wafers Sev Murmura,Rice,60.6,10.9,23.4,5.0,507.0,94.9,5.559627926946856,High
Rice Snaps,Rice,84.8,7.9,1.3,1.6,390.8,94.0,10.734163627640978,High
Taureau Aile Doypack Basmati Curry Vert 220G,Rice,28.0,2.8,2.4,1.3,147.0,33.2,9.999964285841836,Medium
Rice Crackers Fromage,Rice,79.0,7.8,10.0,0.5,442.0,96.8,10.128192143343407,High
Riz Pour Risotto,Rice,78.0,7.4,0.9,1.1,352.0,86.30000000000001,10.540526296586085,High
Basmati & Wild Rice,Rice,23.28,3.12,2.64,3.04,107.1,29.040000000000003,7.461514546427736,Medium
Arroz Redondo,Rice,75.0,8.2,1.0,0.0,344.0,84.2,9.146330309353283,High
Cheeky Chocolate Chip Rice & Corn Cakes,Rice,73.0,6.1,5.7,9.9,428.6,84.8,11.967193496404105,High
"Rougail Saucisse, Riz Blanc Et Lentilles Cuisinés",Rice,13.0,6.3,4.6,2.5,125.1,23.9,2.063488788113035,Medium
Rice Box Poulet Tikka Massala Riz Basmati,Rice,16.0,6.2,5.1,0.5,136.1,27.299999999999997,2.580640998966131,Medium
Rice Cakes,Rice,82.0,7.8,3.2,2.4,393.0,93.0,10.512807034862776,High
Brown Rice Cakes,Rice,79.0,9.8,4.3,3.3,400.0,93.1,8.061216264065036,High
Arroz Integral Con Quinoa,Rice,34.0,4.9,5.4,2.9,206.4,44.3,6.938761349466634,Medium
Riz Tikka Massala,Rice,17.0,7.4,4.8,5.4,152.0,29.2,2.297294192845685,Medium
Arroz Gigala,Rice,80.0,6.1,0.7,0.0,354.0,86.8,13.11473259879902,High
Konjac Rice,Rice,1.2,0.1,0.0,3.2,5.5,1.3,11.998800119988001,Low
Lunch Bowl Riz & Haricots 250G,Rice,22.0,4.2,3.4,3.7,143.0,29.599999999999998,5.238082766469604,Medium
Choco Rice,Rice,81.0,7.1,2.0,5.3,381.0,90.1,11.408434636007556,High
Risotto Tradition,Rice,77.3,6.9,1.0,1.0,348.0,85.2,11.202882314663311,High
Arroz Cigala,Rice,78.6,6.0,1.0,0.0,353.0,85.6,13.099978166703055,High
High Protein Milchreis - Klassik,Rice,10.4,7.7,2.3,0.1,93.0,20.400000000000002,1.350647596561563,Low
Galettes De Riz Nappées Au Chocolat Noir,Rice,59.0,7.5,24.0,6.6,495.0,90.5,7.866656177791763,High
Extra Thick Sliced White Bread With A Wheat And Rice Topping,Rice,46.13,10.13,2.4,2.13,272.0,58.660000000000004,4.5537960969436355,Medium
Arroz Con Leche,Rice,22.7,3.1,3.7,0.1,138.0,29.5,7.322557024009599,Medium
Classic Wholegrain Rice,Rice,30.96,4.08,2.08,6.4,169.6,37.12,7.588216695547316,Medium
Taureau Aile Doypack Basmati Citron 220G,Rice,27.0,2.8,2.3,0.6,141.0,32.1,9.642822704204628,Medium
Poulet Curry Et Lait De Coco,Rice,18.0,6.9,5.9,0.9,155.0,30.799999999999997,2.608691871461056,Medium
Ta Riz Med 800G C20,Rice,78.0,7.4,0.9,1.1,352.0,86.30000000000001,10.540526296586085,High
Riz Parfumé,Rice,78.0,8.1,0.8,0.9,353.0,86.89999999999999,9.629617741212666,High
Puffreis Mit Schokolade,Rice,59.0,5.6,30.0,0.0,533.0,94.6,10.535695471972373,High
Bio Rice Drink Almond,Rice,12.8,0.5,1.9,0.0,70.0,15.200000000000001,25.5994880102398,Low
Rice Crackers Sel & Vinaigre,Rice,82.0,6.8,8.0,0.9,429.0,96.8,12.05880579587383,High
Golden Vegetable,Rice,29.0,3.2,2.2,1.3,150.9,34.400000000000006,9.062471679776,Medium
Organic Quinoa & Brown Rice With Garlic,Rice,53.0,5.0,4.5,5.0,280.0,62.5,10.5999788000424,Medium
Riz Façon Basquaise,Rice,13.0,6.0,3.2,3.4,112.0,22.2,2.1666630555615742,Medium
Special K The Original,Rice,84.0,8.0,1.3,6.0,392.0,93.3,10.499986875016408,High
Rice Crispies Multigrain Shapes,Rice,83.33,7.5,3.1,7.5,396.7,93.92999999999999,11.110651852464198,High
Microwave Basmati Rice,Rice,27.6,3.1,0.7,1.4,132.0,31.400000000000002,8.903197086461011,Medium
Rice Crispies,Rice,86.0,7.0,1.2,2.9,389.0,94.2,12.28569673471895,High
Taureau Aile Doypack Basmati Garam Masala 220G,Rice,27.0,2.9,2.4,3.6,148.0,32.3,9.310312723059576,Medium
Coco Pops,Rice,84.0,6.3,1.9,3.8,386.0,92.2,13.333312169345763,High
"Chocolate Flavoured Oat, Maize And Brown Rice Hoops Sweetened With Date Syrup",Rice,83.0,9.0,3.0,5.0,406.7,95.0,9.222211975320027,High
High Protein Rice Pudding Choco-Banana,Rice,10.0,7.7,2.4,0.2,92.5,20.099999999999998,1.298699612078426,Low
Riz Parfumé Gourmand & Subtil,Rice,78.0,8.1,0.8,0.9,353.0,86.89999999999999,9.629617741212666,High
Crunchmaster Multi-Grain 6-Seed Crunchy Baked Rice Crackers,Rice,73.33,10.0,13.33,6.67,433.3,96.66,7.332992667007333,High
Rice Cakes Salted,Rice,72.86,8.57,2.86,7.14,373.1,84.29,8.501740371364795,High
Riz Cuisiné À L'Espagnole,Rice,26.0,3.8,5.6,2.3,176.0,35.4,6.842087257665112,Medium
Brown Rice Cake,Rice,78.0,8.8,3.8,3.0,389.3,90.6,8.863626291333759,High
Lightly Salted Rice Cakes,Rice,7.0,1.0,0.0,0.0,35.0,8.0,6.999930000699993,Low
Basmati Rice,Rice,78.0,7.0,0.6,0.0,345.6,85.6,11.142841224512537,High
Brown Basmati,Rice,25.2,4.7,2.7,5.1,154.0,32.6,5.36169071980698,Medium
Farine Complète De Riz Bio,Rice,74.0,7.5,2.5,3.6,352.0,84.0,9.866653511128652,High
Multigrain Hoops Cereal,Rice,75.0,9.33,2.67,9.0,380.0,87.0,8.038576593165494,High
Snack A Jacks Minis Rice & Corn Cakes Zingy Salt & Vinegar,Rice,73.68,6.32,10.0,3.16,421.1,90.0,11.658209401567404,High
Microwave Wholegrain Rice,Rice,32.4,3.44,1.84,3.6,166.4,37.68,9.418577271577698,Medium
"Brown, Red & Wild Rice",Rice,29.0,3.0,2.5,2.6,157.0,34.5,9.666634444551852,Medium
Rice Coconut,Rice,12.0,0.2,2.5,0.5,72.0,14.7,59.997000149992495,Low
Salade & Compagnie Manhattan Poulet Roti,Meat,17.0,8.2,8.8,2.8,186.0,34.0,2.073168203453411,Medium
Le Supérieur -25% De Sel - Conservation Sans Nitrite,Meat,0.5,22.0,2.8,0.0,115.0,25.3,0.02272726239669891,Medium
2 Steaks Végétaux Et Gourmands,Meat,3.5,13.0,16.0,5.9,219.0,32.5,0.2692305621303368,Medium
Tofu Nature,Meat,1.3,17.0,8.5,0.7,151.0,26.8,0.07647054325262162,Medium
Rostlinná Slanina,Meat,7.5,15.0,15.0,3.2,290.7,37.5,0.4999996666668889,Medium
Tofu Fumé,Meat,1.0,15.0,7.7,2.7,139.0,23.7,0.06666662222225185,Medium
Les Tranches Végé Haricots Rouges,Meat,5.3,7.0,6.2,4.8,115.0,18.5,0.7571417755117493,Medium
Naked Organic Tofu,Meat,1.1,16.5,7.8,1.9,145.7,25.400000000000002,0.06666662626265075,Medium
Croq' Soja À La Provencale,Meat,4.0,14.0,8.0,7.0,172.0,26.0,0.2857140816327988,Medium
Paupiette De Veau Jardinière De Légumes,Meat,7.6,8.1,4.9,2.1,123.7,20.6,0.9382704465796956,Medium
Räuchertofu Mandel-Sesam,Meat,1.5,19.0,12.0,0.0,198.0,32.5,0.07894732686982796,Medium
Rillettes Du Mans - La Véritable,Meat,0.4,16.2,40.5,0.0,431.0,57.099999999999994,0.024691342783121743,High
Haché Végétal Et Gourmand,Meat,3.4,14.0,16.0,5.3,224.0,33.4,0.242856969387879,Medium
Filets De Tofu À La Japonaise,Meat,2.4,19.0,13.0,0.0,202.0,34.4,0.12631572299172475,Medium
Tofu Nature À Cuisiner,Meat,0.8,14.0,9.0,2.5,145.0,23.8,0.05714281632655977,Medium
Heck 97% 6 Sausages,Meat,0.0,21.62,18.02,0.0,245.9,39.64,0.0,Medium
Lasagnes De Bœuf À La Crème De Mozzarella,Meat,11.0,6.9,10.0,0.0,164.0,27.9,1.5942005881150898,Medium
6 Pork Sausages,Meat,0.2,15.6,18.0,1.5,227.0,33.8,0.012820504602240641,Medium
Blanc De Poulet Nature Sans Nitrite,Meat,0.5,21.0,1.6,0.0,100.0,23.1,0.02380951247166073,Low
Taboulé Poulet Rôti,Meat,19.0,6.5,8.0,2.5,59.7,33.5,2.9230724260424217,Low
Herta Blanc Poulet Broche Conservation Sans Nitrite X4 -140G,Meat,1.0,22.0,2.0,0.0,110.0,25.0,0.04545452479339782,Medium
L'Authentique Vegan,Meat,11.0,19.0,17.0,3.8,281.0,47.0,0.5789470637120717,Medium
"Aiguillettes De Poulet À La Moutarde Et Au Citron, Écrasée De Pommes De Terre Et Carottes",Meat,6.2,6.9,2.6,1.6,79.0,15.700000000000001,0.8985494223921415,Low
Pechuga De Pavo Reducido En Sal Finas Lonchas,Meat,1.3,16.5,0.5,0.0,76.0,18.3,0.07878783103767817,Low
Tofu À La Japonaise,Meat,2.4,19.0,13.0,0.0,205.0,34.4,0.12631572299172475,Medium
Croq'Soja Curry Et Pavot,Meat,6.6,14.0,10.0,4.9,182.0,30.6,0.47142823469411804,Medium
Jamón Cocido Extra Finas Lonchas,Meat,0.9,18.6,2.5,0.0,101.0,22.0,0.048387070759639376,Medium
"Tendres Carrés De Blé - Oignons, Pomme De Terre, Emmental",Meat,20.0,14.0,9.3,3.3,226.0,43.3,1.4285704081639943,Medium
"Tofu Cuisiné Tomate, Mozzarella Et Basilic",Meat,6.2,14.0,12.0,5.6,200.0,32.2,0.44285682653083824,Medium
Coeur De Burger - Texas Bbq,Meat,12.0,17.0,11.0,4.6,224.0,40.0,0.7058819377165072,Medium
Les Galettes Boulgour - Roquefort & Figues,Meat,30.0,8.0,7.6,4.9,230.0,45.6,3.7499953125058596,Medium
Nuggets De Poulet Bio,Meat,21.0,11.0,8.1,2.1,209.0,40.1,1.9090891735552968,Medium
Emincés De Poulet - 100% Cuisse,Meat,0.8,22.0,8.4,0.0,167.0,31.200000000000003,0.03636361983471826,Medium
Le Pâté Hénaff,Meat,0.5,17.0,21.0,0.0,257.0,38.5,0.029411747404854468,Medium
Tendre Poulet Goût Rôti 4 Tranches,Meat,0.5,20.0,2.9,0.0,107.7,23.4,0.02499998750000625,Medium
Herta Allumettes De Bacon 2X100G - 200G,Meat,0.8,19.0,3.0,0.0,106.2,22.8,0.04210524099724158,Medium
Seitan Veggie,Meat,10.0,18.0,1.7,2.2,132.0,29.7,0.5555552469137517,Medium
Tofu Firme,Meat,0.9,11.1,6.9,0.4,110.0,18.9,0.08108100803512791,Medium
Tofu Al Naturale,Meat,1.8,13.0,7.5,1.0,71.7,22.3,0.13846143195274466,Low
Blanc De Dinde Sans Nitrite,Meat,0.5,22.0,1.3,0.0,102.0,23.8,0.02272726239669891,Medium
Pechuga De Pollo 92%,Meat,1.0,18.1,1.7,0.0,89.0,20.8,0.05524858826044847,Low
"Rana Bacon, Mozzarella & Speck",Meat,30.0,12.0,12.0,3.4,284.0,54.0,2.499997916668403,Medium
Smoked Organic Tofu,Meat,1.9,16.9,7.7,0.8,146.7,26.499999999999996,0.11242596897871658,Medium
Tofu Rosso Olives Et Tomates,Meat,5.0,17.0,16.0,0.0,237.0,38.0,0.29411747404854466,Medium
Nuggets De Poulet Panés,Meat,13.0,16.0,6.4,0.5,173.0,35.4,0.8124994921878174,Medium
Jamón Cocido Extra 1954,Meat,0.5,19.4,3.5,0.0,112.0,23.4,0.025773182591142998,Medium
Fusilli Au Poulet,Meat,15.0,7.0,3.5,1.0,122.0,25.5,2.1428540816370263,Medium
Crousty Chicken Long Filet'S,Meat,12.0,18.0,7.0,0.7,184.0,37.0,0.6666662962965021,Medium
"Steak Blé, Soja",Meat,12.0,17.0,12.0,3.4,252.2,41.0,0.7058819377165072,Medium
Parmentier De Canard Confit,Meat,9.33,7.33,6.0,1.1,122.0,22.66,1.2728495595503964,Medium
Gratin De Choux-Fleurs Au Jambon & À L'Emmental,Meat,3.93,7.5,5.71,1.0,106.4,17.14,0.523999301334265,Medium
Cordons Bleus,Meat,15.0,18.0,10.0,1.6,226.0,43.0,0.8333328703706276,Medium
Escalope Cordon Bleu De Qualité Supérieure,Meat,11.0,18.0,14.0,1.5,244.0,43.0,0.611110771605127,Medium
Rillettes De Poulet Rôti En Cocotte,Meat,2.0,15.0,27.0,0.5,309.0,44.0,0.1333332444445037,High
Véritables Knacks D'Alsace,Meat,0.9,13.0,24.0,0.0,271.0,37.9,0.06923071597637233,Medium
Allumettes De Poulet,Meat,0.5,19.0,6.0,0.0,130.0,25.5,0.02631577562327599,Medium
Veganer Schinken-Spicker Mortadella,Meat,2.9,2.2,9.0,8.0,146.2,14.1,1.318175826473516,Medium
Le Classique Soja Et Blé,Meat,4.0,21.0,8.7,6.4,191.0,33.7,0.19047609977328583,Medium
Petit Salé Aux Lentilles Vertes,Meat,6.7,11.0,8.4,4.0,156.0,26.1,0.6090903553724042,Medium
"Vegetal Galettes Épinards, Blé, Emmental",Meat,4.6,20.0,8.0,4.2,180.0,32.6,0.2299998850000575,Medium
"Pavés Fondants Patate Douce, Citron Confit Et Coco",Meat,17.0,9.4,11.0,4.0,213.0,37.4,1.8085087143524314,Medium
Gebraden Ham / Jambon Rôti,Meat,2.0,20.0,3.0,0.2,115.0,25.0,0.099999950000025,Medium
Bolognese,Meat,6.3,3.9,4.3,1.4,82.0,14.5,1.6153804733834016,Low
Le Pâté De Porc Hénaff,Meat,0.5,17.0,21.0,0.0,257.0,38.5,0.029411747404854468,Medium
Herta Le Bon Paris Jambon À L'Étouffée X2 - 85G,Meat,0.0,21.0,2.3,0.0,104.7,23.3,0.0,Medium
Blanc De Poulet 100% Filet,Meat,0.8,20.0,2.4,0.5,106.0,23.2,0.03999998000001,Medium
Chicken Italia 10 Chipolatas,Meat,3.4,19.0,2.7,0.0,136.0,25.099999999999998,0.17894727423827672,Medium
Rillettes Du Mans Sans Graisse Ajoutée,Meat,0.5,18.2,28.7,0.0,333.0,47.4,0.027472512377740455,High
"Poulet À La Crème Et Aux Champignons, Farfalles",Meat,12.0,8.5,8.2,0.6,157.0,28.7,1.411763044984653,Medium
Blanc De Poulet Sup Tsr Csn Sa Sogm 4T 120G,Meat,1.2,21.0,1.9,0.5,107.1,24.099999999999998,0.057142829931985745,Medium
Crousti’ Panés Veggie,Meat,24.0,10.0,7.4,5.5,214.0,41.4,2.3999976000024,Medium
Dés De Jambon -25% De Sel*,Meat,1.87,18.67,3.73,0.0,113.3,24.270000000000003,0.10016063194395718,Medium
Mini Hamburguesa Espinacas Zanahoria,Meat,16.5,10.7,14.7,4.2,233.0,41.9,1.5420546335938006,Medium
Vegane Pommersche - Schnittlauch,Meat,7.3,7.2,17.0,5.1,221.0,31.5,1.0138874807118323,Medium
Crousti Tenders Aiguillettes,Meat,18.0,17.0,7.2,1.3,207.0,42.2,1.058822906574761,Medium
"Vegetal Falafels Lentille Corail, Coco, Curry",Meat,23.0,7.3,11.0,6.3,235.0,41.3,3.1506806155060065,Medium
Cordons Bleus De Poulet,Meat,17.0,12.0,12.0,2.0,228.0,41.0,1.4166654861120949,Medium
Crousti' Panés Veggie,Meat,24.0,10.0,8.7,6.0,226.0,42.7,2.3999976000024,Medium
Naked Xl,Meat,3.0,16.5,7.8,1.9,145.3,27.3,0.18181807162541114,Medium
Xtrembox - Radiatori  Bœuf Sauce Au Poivre,Meat,21.5,8.5,4.75,1.35,165.8,34.75,2.5294087889308368,Medium
Filet De Poulet X 2,Meat,0.0,23.0,1.8,0.0,108.0,24.8,0.0,Medium
Garlic & Ginger Marinated Tofu,Meat,1.4,14.0,13.0,0.4,175.0,28.4,0.09999992857147959,Medium
2 Galettes Brebis - Figues,Meat,36.0,5.3,5.1,1.6,214.0,46.4,6.792440014264125,Medium
Végétal Croq'Panés Blé,Meat,20.0,13.0,11.0,3.9,239.0,44.0,1.5384603550304963,Medium
Brioche Tranchée Bio 400G,Butter,52.0,8.8,9.4,3.9,336.0,70.2,5.9090841942225065,High
Nestlé Dessert Noir,Butter,50.7,6.0,34.0,7.3,548.0,90.7,8.44998591669014,High
Galettes St Michel Au Beurre 4X5 - 130G,Butter,73.0,7.4,16.0,2.2,470.0,96.4,9.864851533984414,High
"Bonne Maman - Quatre Quarts, 500G (17.6Oz)",Butter,47.0,5.9,24.0,1.0,429.0,76.9,7.966088193070859,High
Fourrés Chocolat🍫,Butter,66.0,6.7,21.0,3.3,486.0,93.7,9.85073156607229,High
Pâte À Tarte Brisée - Pur Beurre,Butter,41.0,6.9,19.0,2.3,367.0,66.9,5.9420203738835164,High
Noir Degustation 70% Caramel,Butter,40.3,7.1,35.2,9.23,544.0,82.6,5.676048343593883,High
Nestle Dessert Lait,Butter,52.9,6.9,34.1,3.7,554.0,93.9,7.6666555555716585,High
Melk Lait,Butter,57.9,9.6,30.2,1.9,535.0,97.7,6.031243717454461,High
"Chocolat Noir, Éclats D'Amandes Grillées & Pointe De Sel",Butter,46.9,7.5,35.2,8.4,551.0,89.6,6.253324995566673,High
Chocolat Dessert Pâtissier,Butter,51.0,5.0,30.0,8.0,513.0,86.0,10.1999796000408,High
Kitkat,Butter,63.1,5.4,25.5,2.4,506.8,94.0,11.685163545993433,High
Peanut Butter Protein Bars,Butter,39.3,17.4,21.9,9.6,443.0,78.6,2.258619391598051,High
Quatre-Quarts Pur Beurre,Butter,47.0,6.0,23.0,0.0,423.0,76.0,7.833320277799538,High
Butter Chicken Et Riz Pilaf,Butter,16.0,8.4,4.6,0.8,141.0,29.0,1.9047596371909081,Medium
"L'Incroyable Mousse, Chocolat Noir",Butter,29.0,6.8,27.0,3.3,384.0,62.8,4.264699610735867,High
Granola,Butter,60.4,15.8,13.7,6.4,441.0,89.9,3.8227823906440563,High
